医療機関名,正規化住所,郵便番号,電話番号,オンライン予約用ページアドレス,相談センター等からの紹介,自院患者,濃厚接触者,小児,妊婦,区市町村,行政コード,大字,それ以降の住所,ビル名・階数・部屋番号,PCR,抗原定量,抗原定性,鼻咽頭,鼻腔,唾液,その他,月（午前）,月（午後）,火（午前）,火（午後）,水（午前）,水（午後）,木（午前）,木（午後）,金（午前）,金（午後）,土（午前）,土（午後）,日（午前）,日（午後）,対応できる外国語,診療検査日時が祝日の場合,それ以降の住所,,
東京アーバンクリニック五反田,,141-0022,03-3441-6755,,1,1,1,1,1,品川区,13109,東五反田,5-27-3第二野村ビル5階,,1,,1,1,1,1,,9:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,,,9:00~12:00,16:00~18:00,9:00~12:00,16:00~17:00,,,,1,東五反田5-27-3第二野村ビル5階,35.62706,139.72374
二葉医院,,142-0043,03-3782-2748,,1,1,,,,品川区,13109,二葉,2001/7/9,,1,,1,1,,,,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,12:00~13:00,,,,12:00~13:00,16:00~17:00,12:00~13:00,,,,,1,二葉1-7-9,35.6027,139.71584
医療法人社団松樹会 清澄白河ファミリークリニック,,135-0021,03-5646-5060,,1,1,,,,江東区,13108,白河,３-４-３-２０５,,1,,,,,1,,,1:00,,1:00,,,,1:00,,,,,,,,1,白河３-４-３-２０５,35.68221,139.806
さるえこどもクリニック,,135-0003,03-6659-3040,,1,1,1,2,,江東区,13108,猿江,1-18-18,,1,,1,1,1,,,10:00~11:00,16:00~18:00,10:00~11:00,16:00~18:00,10:00~11:00,16:00~18:00,,,10:00~11:00,16:00~18:00,10:00~12:00,,,,,1,猿江1-18-18,35.68674,139.81123
ことぶき耳鼻咽喉科,,111-0042,03-3843-3107,,1,1,1,1,1,台東区,13106,寿,1-17-10-102,,,,1,1,,,,11:30~13:00,14:30~18:00,,,11:30~13:00,14:30~18:00,11:30~13:00,14:30~18:00,11:30~13:00,14:30~18:00,9:30~13:00,,,,英語,1,寿1-17-10-102,35.70765,139.79057
医療法人社団渡航者健診クリニック,,100-0006,03-3212-0105,,1,1,1,1,1,千代田区,13101,有楽町,１-７-１有楽町電気ビル南館３階,,1,1,1,1,1,1,1,9:00~13:00,14:30~18:00,9:00~13:00,14:30~18:00,9:00~13:00,14:30~18:00,9:00~13:00,14:30~18:00,9:00~13:00,14:30~18:00,,,,,英語、それ以外の外国語は翻訳機や通訳者との３者通訳を通じて対応可能。,,有楽町１-７-１有楽町電気ビル南館３階,35.67436,139.76144
日比谷クリニック,,100-0006,03-3215-1105,,1,1,1,1,1,千代田区,13101,有楽町,1-7-1有楽町電気ビル南館３階,,1,1,1,1,1,1,1,10:00~13:00,14:30~19:00,10:00~13:00,14:30~19:00,10:00~13:00,14:30~19:00,10:00~13:00,14:30~19:00,10:00~13:00,14:30~19:00,,,,,英語のほかに、通訳を通じて３者会話や翻訳機を使って各国の言語に対応可能。,,有楽町1-7-1有楽町電気ビル南館３階,35.67436,139.76144
医療法人社団　憲幸会　田村内科小児科医院,,179-0085,03-3934-7748,,1,1,,1,1,練馬区,13120,早宮,２-２２-１５,,1,,1,,1,1,1,9:30~11:30,15:30~17:00,9:30~11:30,15:30~17:00,9:30~11:30,15:30~17:00,,,9:30~11:30,15:30~17:00,9:30~11:30,,,,,1,早宮２-２２-１５,35.75478,139.65091
正林医院,,143-0025,03-3771-5158,,1,1,1,1,1,大田区,13111,南馬込,2004/9/7,,1,,1,1,1,1,,9:30~12:00,15:30~18:00,9:30~11:30,15:30~18:00,9:30~12:00,15:30~18:00,9:30~12:00,,9:30~12:00,15:30~18:00,9:30~12:00,,,,,,南馬込4-9-7,35.58536,139.71239
豊村医院耳鼻咽喉科　音声・聴覚メディカルケア,,136-0071,03-5858-8604,,1,1,,1,1,江東区,13108,亀戸,5-15-1　,いなきやビル3階,1,,1,1,1,1,,10:00~12:00,15:00~18:00,10:00~12:00,15:00~18:00,,,10:00~12:00,15:00~18:00,10:00~12:00,15:00~18:00,12:15~12:30,,12:15~12:30,,,,亀戸5-15-1　いなきやビル3階,35.70012,139.82574
扇橋診療所,,135-0022,03-3630-1631,,,1,,,,江東区,13108,三好,1-7-10-102,,1,,,,,1,,9:00~12:00,2:00~4:00,9:00~12:00,2:00~4:00,9:00~12:00,,9:00~12:00,2:00~4:00,9:00~12:00,2:00~4:00,9:00~12:00,,,,,,三好1-7-10-102,35.68037,139.79976
いしい耳鼻咽喉科,,167-0051,03-3398-3387,,,1,,1,1,杉並区,13115,荻窪,5-16-20　,ＳＮビル3階,,,1,1,1,,,,14:00~14:30,,14:00~14:30,,14:00~14:30,,,,14:00~14:30,,,,,,,荻窪5-16-20　ＳＮビル3階,35.70393,139.61717
医療法人社団　健稜会　文京小石川クリニック,,112-0002,03-5802-0055,,1,1,1,,,文京区,13105,小石川,"１-５-１パークコート文京小石川ザタワー3F",,1,,1,1,1,1,,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,,,11:00~12:00,16:00~17:00,11:00~12:00,,,,なし,,"小石川１-５-１パークコート文京小石川ザタワー3F",35.71035,139.75269
医療法人社団 ナイズ キャップスクリニック東品川,,140-0002,web予約,https://www.caps-clinic.jp/yoyaku,1,1,1,2,,品川区,13109,東品川四丁目,５番２２号 ,オアーゼ品川レジデンス １階,1,,,,,1,,9:00~13:00,15:00~21:00,9:00~13:00,15:00~21:00,9:00~13:00,15:00~21:00,9:00~13:00,15:00~21:00,9:00~13:00,15:00~21:00,9:00~13:00,15:00~21:00,9:00~13:00,15:00~21:00,,,東品川四丁目５番２２号 オアーゼ品川レジデンス １階,35.60983,139.74677
順天堂大学医学部附属順天堂医院,,113-8431,03-3813-3111,,1,1,1,1,1,文京区,13105,本郷,3丁目1番3号,,1,,,1,,1,,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,,,本郷3丁目1番3号,35.7024,139.76248
ときわ台はしもと小児科アレルギー科,,174-0071,03-6454-5415,,1,1,,1,,板橋区,13119,常盤台,1-2-3新光常盤台ビル3階,,1,,1,1,1,1,,11:30~12:30,18:00~19:00,11:30~12:30,18:00~19:00,11:30~12:30,17:00~18:00,11:30~12:30,18:00~19:00,11:30~12:30,,,12:30~13:30,,,なし,,常盤台1-2-3新光常盤台ビル3階,35.75945,139.68999
医療法人社団碧仁会 さくら内科クリニック,,157-0071,03-6411-3666,,1,1,1,,,世田谷区,13112,千歳台,2-14-7-1F,,,,,,,,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,,,12:00~13:00,19:00~20:00,12:00~13:00,,,,,1,千歳台2-14-7-1F,35.65096,139.60896
医療法人社団法山会 山下診療所 大塚,,170-0004,web予約,http://hozankai.com/,1,1,1,1,1,豊島区,13116,北大塚,2-13-1 ,ba07 5F,1,,1,1,,1,,9:30~12:45,15:00~18:45,9:30~12:45,15:00~18:45,9:30~12:45,15:00~18:45,9:30~12:45,15:00~18:45,9:30~12:45,15:00~18:45,9:30~12:30,14:00~17:45,,,,,北大塚2-13-1 ba07 5F,35.73232,139.72859
みなみ野こどもクリニック,,192-0917,042-637-5151,,1,1,,1,,八王子市,13201,西片倉,2003/1/4,,,,,,,,,9:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,12:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,9:00~12:00,,,,,,西片倉3-1-4,35.63571,139.33522
斎藤医院,,174-0075,03-3933-0386,,1,1,1,,,板橋区,13119,桜川,2002/11/5,,1,,1,1,1,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,,桜川2-11-5,35.75606,139.67569
城南こどもハート・アレルギークリニック,,140-0004,03-3473-8010,https://kodomo-heart.com/jonan/page/reservation,1,1,,2,,品川区,13109,南品川,2-17-27 ,三井南品川ハイツ1階,,,,,,,,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,,,,,1,南品川2-17-27 三井南品川ハイツ1階,35.61174,139.74452
大崎こどもハート・アレルギークリニック,,141-0001,03-3440-8211,https://kodomo-heart.com/osaki/page/reservation,1,1,,2,,品川区,13109,北品川,2005/8/15,北品川ホームズ1階,,,,,,,,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,,9:00~11:00,,,,北品川5-8-15　北品川ホームズ1階,35.61821,139.74309
西新宿こどもハート・アレルギークリニック,,160-0023,03-3340-5810,https://kodomo-heart.com/nishishinjuku/page/reservation,1,1,,2,,新宿区,13104,西新宿,6-26-12 ,ITOビル1階,,,1,1,1,,,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,,,,,,西新宿6-26-12 ITOビル1階,35.69545,139.68854
富久こどもハート・アレルギークリニック,,162-0067,03-5362-1810,https://kodomo-heart.com/tomi/page/reservation,1,1,,2,,新宿区,13104,富久町,2月17日,富久クロス内,,,,,,,,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,,9:00~11:00,,,1,富久町17-2　富久クロス内,35.6918,139.71776
大森こどもハート・アレルギークリニック,,143-0016,03-5493-0810,https://kodomo-heart.com/omori/page/reservation,1,1,,2,,大田区,13111,大森北,2001/2/2,福和ビル３F,,,,,,,,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,15:00~18:00,9:00~11:00,,,,,,大森北１-２-２ 福和ビル３F,35.58578,139.7337
葛西そらまめクリニック,,134-0084,03-6808-6080,,,1,,,,江戸川区,13123,東葛西,5-19-3,,1,1,1,1,1,1,,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,11:00~12:00,4:00~5:00,,,,,東葛西5-19-3,35.66687,139.87607
もぐさ園 三沢台診療所,,191-0032,042-592-0466,,,1,,1,,日野市,13212,三沢,2002/12/13,,,,1,1,,,,12:00~13:00,17:00~18:00,12:00~13:00,,,,12:00~13:00,17:00~18:00,12:00~13:00,,,,,,,,三沢2-12-13,35.65545,139.40675
かわまたこどもクリニック,,156-0042,03-3321-3077,,1,1,1,2,,世田谷区,13112,羽根木,2-40-23-1F,,1,,1,1,,,,9:00~12:00,16:00~18:00,,16:00~18:00,9:00~12:00,16:00~18:00,,,9:00~12:00,16:00~18:00,9:30~12:30,,,,,,羽根木2-40-23-1F,35.66391,139.65501
西川医院,,142-0064,03-3781-7825,,,1,,1,1,品川区,13109,旗の台,2004/1/5,,1,,1,1,,,,10:30~11:30,18:00~19:00,10:30~11:30,18:00~19:00,10:30~11:30,,10:30~11:30,,10:30~11:30,18:00~19:00,10:30~11:30,,,,,,旗の台4-1-5,35.60515,139.70601
医療法人相生会どうどうクリニック,,146-0081,03-5747-2333,,1,1,,1,,大田区,13111,仲池上,1-31-13,,,,1,1,1,,,9:45~12:15,15:15~17:45,9:45~12:15,15:15~17:45,9:45~12:15,15:15~17:45,,,9:45~12:15,15:15~17:45,9:45~12:15,,,,英語,,仲池上1-31-13,35.58784,139.69565
塔ノ山医院,,164-0011,03-3371-7106,,1,1,1,,,中野区,13114,中央,2-14-9,,1,,1,1,1,1,,8:00~8:30,1:00~3:00,8:00~8:30,1:00~3:00,8:00~8:30,1:00~3:00,8:00~8:30,1:00~3:00,8:00~8:30,1:00~3:00,8:00~8:30,1:00~1:30,,,,1,中央2-14-9,35.69994,139.68158
藤原クリニック,,113-0022,03-3821-3767,,1,1,1,1,1,文京区,13105,千駄木,３-２-７リエス千駄木１階地下１階,,1,,1,1,,1,,11:30~12:00,17:00~18:00,,17:00~18:00,11:30~12:00,17:00~18:00,11:30~12:00,,11:30~12:00,17:00~18:00,11:30~12:00,,,,,,千駄木３-２-７リエス千駄木１階地下１階,35.72551,139.76143
"医療法人社団　佐々木クリニック佐々木クリニック多摩平",,191-0062,042-585-2591,,1,1,1,,,日野市,13212,多摩平,2001/8/10,,1,,1,1,1,1,1,10:00~11:30,,10:00~11:30,,10:00~11:30,,10:00~11:30,,10:00~11:30,,,,,,,,多摩平1-8-10,35.67051,139.38268
国立の森ファミリークリニック,,186-0004,042-573-7070,,,1,1,1,1,国立市,13215,中,1-17-26,,1,,1,1,,1,,,15:00~16:00,,15:00~16:00,,15:00~16:00,,,,15:00~16:00,,,,,,1,中1-17-26,35.69639,139.44514
武藤クリニック,,171-0051,03-3957-7065,,1,1,1,1,,豊島区,13116,長崎,１-２２-１１,,1,,,1,,1,,10:30~12:00,17:00~18:30,10:30~12:00,17:00~18:30,,17:00~18:30,10:30~12:00,17:00~18:30,10:30~12:00,17:00~18:30,10:30~12:00,,,,,,長崎１-２２-１１,35.73029,139.69389
医療法人社団医成会 銀座さわだ内科クリニック,,104-0061,03-3572-4898,,1,1,1,,,中央区,13102,銀座,2005/9/15,銀座清月堂ビル4階,1,,,,,1,,,15:00~17:00,,15:00~17:00,,15:00~17:00,,15:00~17:00,,15:00~17:00,,,,,なし,,銀座5-9-15 銀座清月堂ビル4階,35.67117,139.76625
医療法人社団藤樹会 北品川藤クリニック,,140-0001,03-6433-9957,,1,1,1,1,1,品川区,13109,北品川,1-23-18 ,海文堂ビル1階,1,,1,1,1,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,9:00~12:00,15:00~18:00,,,9:00~12:00,14:00~18:00,,,,,北品川1-23-18 海文堂ビル1階,35.62137,139.74124
マルファン・大動脈・ハートクリニック 青見循環器外科・内科,,162-0054,03-3356-1620,,,1,,,,新宿区,13104,河田町,７-１有馬ビル１階,,1,,,,1,1,,12:00~12:30,16:30~17:00,,,12:00~12:30,16:30~17:00,,,12:00~12:30,16:30~17:00,13:30~14:30,,,,英語,,河田町７-１有馬ビル１階,35.69665,139.7191
新宿南口まめクリニック,,160-0023,web予約,https://reza.3bees.com/p/8bdd/online_reservations/appointments?calendar_id-2652,1,1,1,,,新宿区,13104,西新宿,1-18-7博愛堂ビル10階,,1,,,,,1,,10:00~12:00,18:00~22:00,10:00~12:00,18:00~22:00,10:00~12:00,18:00~22:00,10:00~12:00,18:00~22:00,10:00~12:00,18:00~22:00,10:00~12:00,13:00~18:00,10:00~12:00,13:00~18:00,,,西新宿1-18-7博愛堂ビル10階,35.68857,139.69807
医療法人社団銀陽会丸茂医院,,184-0004,042-383-2232,,,1,,1,,小金井市,13210,本町,2002/12/1,,,,1,1,,,,11:00~12:00,4:30~5:30,11:00~12:00,4:30~5:30,11:00~12:00,4:30~5:30,,,11:00~12:00,4:30~5:30,11:00~12:00,,,,,1,本町2-12-1,35.69989,139.50316
ケン小児科内科クリニック,,185-0014,042-320-5045,,1,1,1,1,1,国分寺市,13214,東恋ケ窪,５-14-1 ,アメニティ97 1階,,,1,1,,,,,14:00~21:00,,,,14:00~21:00,,14:00~21:00,,,,14:00~21:00,,14:00~21:00,日本,,東恋ケ窪５-14-1 アメニティ97 1階,35.71003,139.46829
医療法人社団KNI 北原ライフサポートクリニック,,192-0904,042-655-6665,,1,1,1,1,,八王子市,13201,子安町,4-7-1サザンスカイタワー八王子1F,,,,1,1,,,,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,,,英語,,子安町4-7-1サザンスカイタワー八王子1F,35.65405,139.33881
医療法人社団 和久慈会 鳥海ペインクリニック,,231-0023,03-3338-1414,,1,1,1,,,中野区,13114,野方,2006/3/2,,1,,,,1,,,10:00~11:30,16:00~18:00,10:00~11:30,13:30~15:00,,,10:00~11:30,16:00~18:00,10:00~11:30,16:00~18:00,10:00~11:30,13:30~15:00,,,,,野方6-3-2,35.71464,139.65651
長田医院,,131-0032,03-3611-7525,,,1,,,,墨田区,13107,東向島,1-26-9,,,,1,1,1,1,,9:00~10:00,14:00~15:00,9:00~10:00,14:00~15:00,9:00~10:00,,9:00~10:00,14:00~15:00,9:00~10:00,14:00~15:00,9:00~10:00,,,,,,東向島1-26-9,35.71888,139.81313
医療法人社団瑞生会 蔵前内科クリニック,,111-0051,03-3864-8998,,1,1,1,,,台東区,13106,蔵前,2001/8/6,,1,,1,,1,1,,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,,,,,,,蔵前1-8-6,35.70302,139.7925
千石耳鼻咽喉科・アレルギー科,,112-0011,03-5395-8733,,1,1,1,1,1,文京区,13105,千石,1-29-12千石片岡ビル1F,,,,1,1,,,,,9:30~16:30,,9:30~16:30,,,,9:30~16:30,,9:30~16:30,,9:30~11:30,,,,,千石1-29-12千石片岡ビル1F,35.72714,139.74518
芝浦スリーワンクリニック,,105-0023,03-6779-8181,,,1,,,,港区,13103,芝浦,2001/3/10,チサンホテル浜松町１階,,,1,,1,1,,12:30~13:30,,12:30~13:30,,,,12:30~13:30,,12:30~13:30,,,,,,なし,,芝浦１-３-１０ チサンホテル浜松町１階,35.63975,139.74712
医療法人社団千秋双葉会　新宿曙橋耳鼻咽喉科・アレルギー科,,162-0065,03-3341-3387,,1,1,,1,1,新宿区,13104,住吉町,5月5日,寿光ビル２F,1,,1,1,,1,,10:00~12:00,12:00~15:00,10:00~12:00,12:00~15:00,,15:00~18:00,10:00~12:00,12:00~15:00,10:00~12:00,12:00~15:00,10:00~12:00,12:00~13:00,,,,,住吉町5-5　寿光ビル２F,35.69312,139.72099
江戸川中央キッズクリニック,,132-0021,03-5879-9124,https://clinic.smiley-reserve.jp/edogawa-chuo-kids/login,,1,,2,,江戸川区,13123,中央,1-3-16レーヴマニフィック江戸川中央1階,,1,1,,,1,1,,9:00~12:00,14:00~18:00,9:00~12:00,14:00~18:00,9:00~12:00,14:00~18:00,9:00~12:00,,9:00~12:00,14:00~18:00,9:00~13:00,,,,,,中央1-3-16レーヴマニフィック江戸川中央1階,35.70597,139.86835
亀有内科・呼吸器クリニック,,125-0061,03-3602-1159,,1,1,1,,,葛飾区,13122,亀有,3-37-17 ,メディク関東ビル2階,1,,1,1,,,,9:00~12:30,14:30~18:00,9:00~12:30,14:30~18:00,9:00~12:30,14:30~18:00,,,9:00~12:30,14:30~18:00,9:00~14:30,,,,,,亀有3-37-17 メディク関東ビル2階,35.76331,139.85027
医療法人社団健拓会　西沢クリニック,,170-0013,03-5958-7738,,1,1,1,1,1,豊島区,13116,東池袋,5-49-6　,白峰社ビル5・6階,1,,,,,1,1,,,,14:00~15:00,,,,,,13:00~14:00,,,,,,1,東池袋5-49-6　白峰社ビル5・6階,35.72682,139.72792
ファインクリニック西荻南,,167-0053,web予約,https://clinics.medley.life/reservation/60b4c221c43fe3307a8f106b,1,1,1,,1,杉並区,13115,西荻南,2001/1/1,Nishiogiminami Medical Mall１01,1,,1,1,,1,,12:00~13:00,17:30~18:30,12:00~13:00,17:30~18:30,,,12:00~13:00,17:30~18:30,12:00~13:00,17:30~18:30,12:00~13:00,17:30~18:30,12:00~13:00,,,,西荻南1-1-1　Nishiogiminami Medical Mall１01,35.70118,139.60539
医療法人社団慶心会井太家医院,,131-0034,03-3611-1801,,,1,,,,墨田区,13107,堤通,2001/5/15,,,,1,,1,,,,,,1:30~3:30,,,,,,1:30~3:30,,,,,,,堤通１-５-１５,35.7248,139.81125
ゆき医院,,177-0052,03-3929-0250,,1,1,,1,1,練馬区,13120,関町東,2001/1/14,,1,,1,1,,1,,,17:00~18:00,,17:00~18:00,,17:00~18:00,,,,17:00~18:00,12:00~13:00,,,,,,関町東1-1-14,35.72479,139.5834
医療法人社団 南ときわ台耳鼻咽喉科,,174-0072,03-3956-3371,,,1,,1,,板橋区,13119,南常盤台,2-14-11,,1,,1,1,,,,11:00~12:00,,,,11:00~12:00,,11:00~12:00,,11:00~12:00,,10:00~11:00,,,,日本、英語,,南常盤台2-14-11,35.75879,139.68567
石川島記念病院,,104-0051,03-3532-3201,,1,1,,,,中央区,13102,佃,2002/5/2,,1,,1,,1,1,,9:00~12:00,13:00~15:30,9:00~12:00,13:00~15:30,9:00~12:00,13:00~15:30,9:00~12:00,13:00~15:30,9:00~12:00,13:00~15:30,,,,,,,佃2-5-2,35.6688,139.78659
医療法人社団隆誠会 宮本内科医院,,184-0012,042-381-2219,,1,1,,1,1,小金井市,13210,中町,2003/7/4,,1,,1,1,1,1,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,11:00~12:00,,,,,,中町３-７-４,35.69796,139.51855
医療法人社団　友歩会　いしいこどもクリニック,,182-0021,０４２-４８３-０１０１,,1,1,,2,,調布市,13208,調布ヶ丘,３-１９-１２　,桑田ビル１階B,1,,1,1,1,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,,,,,,調布ヶ丘３-１９-１２　桑田ビル１階B,35.65701,139.55153
早稲田たけのこクリニック,,162-0041,03-3232-8155,,1,1,,2,,新宿区,13104,早稲田鶴巻町,518,第一石川ビル3階,1,,1,1,1,1,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,,,,英語,,早稲田鶴巻町518 第一石川ビル3階,35.70812,139.72256
あいクリニック,,162-0822,03-6265-3885,,1,1,1,,,新宿区,13104,下宮比町,3月2日,飯田橋スクエアビル2階,1,,,,,1,,10:00~11:00,17:30~18:30,10:00~11:00,,10:00~11:00,17:30~18:30,10:00~11:00,,10:00~11:00,17:30~18:30,,,,,日本,,下宮比町３-２ 飯田橋スクエアビル2階,35.70313,139.74297
花小金井きのしたクリニック,,187-0003,042-466-6600,,,1,1,,,小平市,13211,花小金井南町,1-15-29,,1,,1,1,1,,,,,,,,,,,,,,,,,,,花小金井南町1-15-29,35.72354,139.51198
花畑たむら内科,,113-0022,03-3883-6180,,1,1,,1,1,足立区,13121,花畑,4-23-16,,,,1,,1,,,11:30~12:30,5:30~6:30,11:30~12:30,5:30~6:30,,,11:30~12:30,5:30~6:30,11:30~12:30,5:30~6:30,11:30~12:30,,,,英語,,花畑4-23-16,35.80459,139.81012
まりあクリニック,,182-0022,042-442-2188,,1,1,,1,1,調布市,13208,国領町,４-１４-１０,,1,,1,1,1,1,,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,9:00~12:00,,,,9:00~12:00,14:00~17:00,9:00~12:00,,,,英語,,国領町４-１４-１０,35.64786,139.55682
豊村医院耳鼻咽喉科,,136-0071,03-5627-8555,,1,1,,1,1,江東区,13108,亀戸,2-28-16　,2階,1,,1,1,1,1,,10:00~11:00,15:00~17:00,10:00~11:00,,10:00~11:00,15:00~17:00,10:00~11:00,15:00~17:00,,,,,,,,,亀戸2-28-16　2階,35.69937,139.82468
医療法人社団博樹健美会 臼井医院,,157-0066,03-3482-2253,,1,1,,1,,世田谷区,13112,成城,2005/7/12,,,,1,1,,,,11:30~12:30,5:00~6:30,11:30~12:30,5:00~6:30,11:30~12:30,5:00~6:30,,,11:30~12:30,5:00~6:30,11:00~12:30,,,,英語（医師が対応）,,成城5-7-12,35.63505,139.60249
城東クリニック,,135-0011,03-3699-1137,,1,1,1,,,江東区,13108,扇橋,2003/5/7,リバーサイド奥村１Ｆ１０１,1,1,1,1,,,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,11:00~12:00,,11:00~12:00,,,,,,扇橋３-５-７ リバーサイド奥村１Ｆ１０１,35.6836,139.81551
社会医療法人河北医療財団 あいクリニック,,206-0012,042-375-9581,,1,1,1,,,多摩市,13224,貝取,1431-3,,1,,,1,,1,,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,,,9:00~12:00,,,,貝取1431-3,35.63506,139.44373
コハシ文春ビル診療所,,102-0094,03-3264-4673,,1,1,,,1,千代田区,13101,紀尾井町,3-23文藝春秋新館,,1,1,1,1,1,1,,,2:00~5:00,,2:00~5:00,,,,2:00~5:00,,2:00~5:00,,,,,英語,1,紀尾井町3-23文藝春秋新館,35.68152,139.73779
荒川生協診療所,,116-0002,03-3802-2601,,1,1,1,,,荒川区,13118,荒川,4-54-5,,1,,1,1,,,,11:30~12:00,,,15:30~16:00,,15:30~16:00,,,,15:30~16:00,11:30~12:00,,,,,,荒川4-54-5,35.73972,139.78139
宮田内科クリニック,,130-0011,03-6666-5266,,1,1,,,,墨田区,13107,石原,3-19-1 ,早川ビル1階,,,1,1,,,,,15:00~16:00,,15:00~16:00,11:30~12:30,,,15:00~16:00,,15:00~16:00,11:30~12:30,,,,,,石原3-19-1 早川ビル1階,35.70075,139.80281
医療法人社団クレッセント さくらが丘小児科クリニック,,156-0054,03-3439-3077,,,1,,2,,世田谷区,13112,桜丘,2003/10/22,,,,1,,1,,,10:00~12:00,16:00~17:00,,,10:00~12:00,16:00~17:00,10:00~12:00,16:00~17:00,10:00~12:00,16:00~17:00,10:00~12:00,,,,なし,,桜丘3-10-22,35.64569,139.62025
東京都台東区立台東病院,,111-0031,03-3876‐1001,,1,1,,,,台東区,13106,千束,３-２０-５,,1,,1,1,1,1,,9:00~11:30,14:00~16:00,9:00~11:30,14:00~16:00,9:00~11:30,14:00~16:00,9:00~11:30,14:00~16:00,9:00~11:30,14:00~16:00,9:00~11:30,,,,,,千束３-２０-５,35.72279,139.79272
医療法人社団秀仁会　櫻井病院,,197-0811,042-558-7007,,1,1,,,,あきる野市,13228,原小宮,1-14-11,,1,,1,1,,,,11:30~12:30,,11:30~12:30,,11:30~12:30,,11:30~12:30,,11:30~12:30,,,,,,,,原小宮1-14-11,35.73505,139.2982
医療法人社団厚洋会長田こどもクリニック,,167-0052,03-3334-2030,,1,1,,2,,杉並区,13115,南荻窪,１丁目３１番１４号,,,,1,1,1,,,9:00~12:00,14:00~17:00,,16:00~18:00,,,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,9:00~13:00,,,,日本,1,南荻窪１丁目３１番１４号,35.69661,139.61182
医療法人社団 小日向 うめはらこどもクリニック,,154-0004,03-6809-7878,,1,1,,2,,世田谷区,13112,太子堂,3-38-18 ,ブリリアイスト三軒茶屋ブラッサムテラス １F,,,1,1,1,,,9:00~12:00,15:30~18:30,9:00~12:00,15:30~18:30,9:00~12:00,15:30~18:30,,,9:00~12:00,15:30~18:30,9:00~12:00,12:00~13:00,,,,,太子堂3-38-18 ブリリアイスト三軒茶屋ブラッサムテラス １F,35.65167,139.67125
